 3.500000  6.051282  8.602564 11.153846 13.705128 16.256410 18.807692 21.358974 23.910256 26.461538 29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000
 8.602564 11.153846 13.705128 16.256410 18.807692 21.358974 23.910256 26.461538 29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564
13.705128 16.256410 18.807692 21.358974 23.910256 26.461538 29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128
18.807692 21.358974 23.910256 26.461538 29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692
23.910256 26.461538 29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256
29.012821 31.564103 34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256 125.961538 128.512821
34.115385 36.666667 39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256 125.961538 128.512821 131.064103 133.615385
39.217949 41.769231 44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256 125.961538 128.512821 131.064103 133.615385 136.166667 138.717949
44.320513 46.871795 49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256 125.961538 128.512821 131.064103 133.615385 136.166667 138.717949 141.269231 143.820513
49.423077 51.974359 54.525641 57.076923 59.628205 62.179487 64.730769 67.282051 69.833333 72.384615 74.935897 77.487179 80.038462 82.589744 85.141026 87.692308 90.243590 92.794872 95.346154 97.897436 100.448718 103.000000 105.551282 108.102564 110.653846 113.205128 115.756410 118.307692 120.858974 123.410256 125.961538 128.512821 131.064103 133.615385 136.166667 138.717949 141.269231 143.820513 146.371795 148.923077
